Customer_No,Prediction,Probability_Prediction
91551,0,0.13
91552,0,0.09
91553,0,0.06
91554,0,0.02
91555,0,0.04
91556,0,0.21
91557,0,0.12
91558,0,0.14
91559,0,0.06
91560,0,0.01
91561,0,0.29
91562,0,0.11
91563,0,0.06
91564,0,0.1
91565,0,0.41
91566,0,0.18
91567,0,0.2
91568,0,0.14
91569,0,0.28
91570,0,0.06
91571,0,0.16
91572,0,0.35
91573,0,0.07
91574,0,0.18
91575,0,0.15
91576,0,0.01
91577,0,0.07
91578,0,0.1
91579,0,0.21
91580,0,0.24
91581,0,0.07
91582,0,0.07
91583,0,0.07
91584,0,0.12
91585,0,0.08
91586,0,0.16
91587,0,0.29
91588,0,0.33
91589,0,0.09
91590,0,0.15
91591,0,0.25
91592,0,0.08
91593,0,0.12
91594,0,0.1
91595,0,0.09
91596,0,0.07
91597,0,0.07
91598,0,0.19
91599,0,0.1
91600,0,0.11
91601,0,0.13
91602,0,0.19
91603,0,0.11
91604,0,0.01
91605,0,0.24
91606,0,0.01
91607,0,0.09
91608,0,0.01
91609,0,0.06
91610,0,0.07
91611,0,0.13
91612,0,0.01
91613,0,0.11
91614,0,0.23
91615,1,0.53
91616,0,0.27
91617,0,0.07
91618,0,0.05
91619,0,0.23
91620,0,0.09
91621,0,0.06
91622,0,0.08
91623,0,0.07
91624,0,0.19
91625,0,0.2
91626,0,0.22
91627,0,0.07
91628,0,0.12
91629,0,0.07
91630,0,0.07
91631,0,0.08
91632,0,0.15
91633,0,0.05
91634,0,0.07
91635,0,0.13
91636,0,0.3
91637,0,0.11
91638,0,0.41
91639,0,0.1
91640,0,0.35
91641,0,0.11
91642,0,0.31
91643,0,0.1
91644,0,0.21
91645,0,0.35
91646,0,0.1
91647,0,0.09
91648,0,0.07
91649,0,0.07
91650,0,0.23
91651,0,0.09
91652,0,0.46
91653,0,0.06
91654,0,0.13
91655,0,0.25
91656,0,0.04
91657,0,0.15
91658,0,0.07
91659,0,0.07
91660,0,0.31
91661,0,0.27
91662,0,0.02
91663,0,0.23
91664,0,0.07
91665,0,0.18
91666,0,0.07
91667,0,0.19
91668,0,0.11
91669,0,0.04
91670,0,0.1
91671,0,0.16
91672,0,0.19
91673,0,0.07
91674,0,0.07
91675,0,0.06
91676,0,0.19
91677,0,0.02
91678,0,0.15
91679,0,0.14
91680,0,0.02
91681,0,0.07
91682,0,0.04
91683,0,0.17
91684,0,0.09
91685,0,0.13
91686,0,0.23
91687,0,0.11
91688,0,0.13
91689,0,0.14
91690,0,0.07
91691,0,0.07
91692,0,0.28
91693,0,0.06
91694,0,0.14
91695,0,0.37
91696,0,0.07
91697,0,0.06
91698,0,0.07
91699,0,0.01
91700,0,0.09
91701,0,0.07
91702,0,0.14
91703,0,0.06
91704,0,0.2
91705,0,0.07
91706,0,0.02
91707,0,0.01
91708,0,0.02
91709,0,0.19
91710,0,0.36
91711,0,0.02
91712,0,0.07
91713,0,0.03
91714,0,0.13
91715,0,0.07
91716,0,0.1
91717,0,0.11
91718,0,0.07
91719,0,0.35
91720,0,0.29
91721,0,0.05
91722,0,0.08
91723,0,0.06
91724,0,0.09
91725,0,0.07
91726,0,0.17
91727,0,0.35
91728,0,0.08
91729,0,0.07
91730,0,0.19
91731,0,0.08
91732,0,0.22
91733,0,0.07
91734,0,0.3
91735,0,0.2
91736,0,0.01
91737,0,0.01
91738,0,0.36
91739,0,0.08
91740,0,0.1
91741,0,0.06
91742,0,0.17
91743,0,0.09
91744,0,0.12
91745,0,0.01
91746,0,0.14
91747,0,0.07
91748,0,0.1
91749,0,0.07
91750,0,0.2
91751,0,0.07
91752,0,0.01
91753,0,0.17
91754,0,0.06
91755,0,0.06
91756,0,0.07
91757,0,0.11
91758,0,0.15
91759,0,0.11
91760,0,0.07
91761,0,0.15
91762,0,0.07
91763,0,0.14
91764,0,0.06
91765,0,0.01
91766,0,0.07
91767,0,0.1
91768,0,0.1
91769,0,0.15
91770,0,0.14
91771,0,0.07
91772,0,0.06
91773,0,0.07
91774,0,0.31
91775,0,0.1
91776,0,0.06
91777,0,0.07
91778,0,0.07
91779,0,0.22
91780,0,0.06
91781,0,0.02
91782,0,0.07
91783,0,0.04
91784,0,0.1
91785,0,0.06
91786,0,0.07
91787,0,0.13
91788,0,0.27
91789,0,0.01
91790,0,0.09
91791,0,0.1
91792,0,0.16
91793,0,0.4
91794,0,0.01
91795,0,0.09
91796,0,0.07
91797,0,0.01
91798,0,0.14
91799,0,0.06
91800,0,0.07
91801,0,0.09
91802,0,0.12
91803,0,0.03
91804,0,0.01
91805,0,0.03
91806,0,0.09
91807,0,0.07
91808,0,0.09
91809,0,0.38
91810,0,0.06
91811,0,0.01
91812,0,0.19
91813,0,0.1
91814,0,0.23
91815,0,0.03
91816,0,0.03
91817,0,0.12
91818,0,0.11
91819,0,0.09
91820,0,0.03
91821,0,0.15
91822,0,0.05
91823,0,0.07
91824,0,0.07
91825,0,0.01
91826,0,0.22
91827,0,0.24
91828,0,0.14
91829,0,0.07
91830,0,0.01
91831,0,0.07
91832,0,0.01
91833,0,0.29
91834,0,0.16
91835,0,0.07
91836,0,0.07
91837,0,0.12
91838,0,0.09
91839,0,0.09
91840,0,0.02
91841,0,0.09
91842,0,0.32
91843,0,0.01
91844,0,0.08
91845,0,0.07
91846,0,0.31
91847,0,0.29
91848,0,0.07
91849,0,0.08
91850,0,0.15
91851,0,0.35
91852,0,0.15
91853,0,0.01
91854,0,0.19
91855,0,0.26
91856,0,0.12
91857,0,0.11
91858,0,0.07
91859,0,0.18
91860,0,0.15
91861,0,0.06
91862,0,0.01
91863,0,0.16
91864,0,0.22
91865,0,0.07
91866,0,0.14
91867,0,0.07
91868,0,0.02
91869,0,0.01
91870,0,0.15
91871,0,0.06
91872,0,0.06
91873,0,0.17
91874,0,0.26
91875,0,0.06
91876,0,0.1
91877,0,0.14
91878,0,0.35
91879,0,0.25
91880,0,0.01
91881,0,0.16
91882,0,0.1
91883,0,0.1
91884,0,0.07
91885,0,0.1
91886,0,0.35
91887,0,0.12
91888,0,0.22
91889,0,0.27
91890,0,0.23
91891,0,0.27
91892,0,0.19
91893,0,0.07
91894,0,0.06
91895,0,0.07
91896,0,0.45
91897,0,0.07
91898,0,0.35
91899,0,0.23
91900,0,0.07
91901,0,0.2
91902,0,0.36
91903,0,0.01
91904,0,0.15
91905,0,0.06
91906,0,0.09
91907,0,0.03
91908,0,0.07
91909,0,0.15
91910,0,0.04
91911,0,0.04
91912,0,0.08
91913,0,0.06
91914,0,0.02
91915,0,0.19
91916,0,0.1
91917,0,0.08
91918,0,0.09
91919,0,0.28
91920,0,0.23
91921,0,0.03
91922,0,0.16
91923,0,0.23
91924,0,0.18
91925,0,0.19
91926,0,0.17
91927,0,0.15
91928,0,0.08
91929,0,0.11
91930,0,0.1
91931,0,0.06
91932,0,0.08
91933,0,0.21
91934,0,0.09
91935,0,0.06
91936,0,0.1
91937,0,0.02
91938,0,0.01
91939,0,0.22
91940,0,0.14
91941,0,0.13
91942,0,0.32
91943,0,0.04
91944,0,0.06
91945,0,0.18
91946,0,0.07
91947,0,0.09
91948,0,0.07
91949,0,0.3
91950,0,0.15
91951,0,0.11
91952,0,0.07
91953,0,0.01
91954,0,0.01
91955,0,0.3
91956,0,0.1
91957,0,0.17
91958,0,0.06
91959,0,0.02
91960,0,0.09
91961,0,0.07
91962,0,0.11
91963,0,0.19
91964,0,0.04
91965,0,0.23
91966,0,0.19
91967,0,0.13
91968,0,0.33
91969,0,0.25
91970,0,0.09
91971,0,0.03
91972,0,0.06
91973,0,0.08
91974,0,0.29
91975,0,0.13
91976,0,0.02
91977,0,0.01
91978,0,0.09
91979,0,0.07
91980,0,0.06
91981,0,0.11
91982,0,0.16
91983,0,0.09
91984,0,0.01
91985,0,0.16
91986,0,0.03
91987,0,0.07
91988,0,0.15
91989,0,0.02
91990,0,0.33
91991,0,0.1
91992,0,0.03
91993,0,0.08
91994,0,0.04
91995,0,0.07
91996,0,0.06
91997,0,0.06
91998,0,0.07
91999,0,0.14
92000,0,0.12
92001,0,0.06
92002,0,0.1
92003,0,0.07
92004,0,0.1
92005,0,0.1
92006,0,0.07
92007,0,0.1
92008,0,0.07
92009,0,0.07
92010,0,0.01
92011,0,0.14
92012,0,0.2
92013,0,0.08
92014,0,0.07
92015,0,0.09
92016,0,0.13
92017,0,0.02
92018,0,0.07
92019,0,0.23
92020,0,0.24
92021,0,0.26
92022,0,0.23
92023,0,0.06
92024,0,0.14
92025,0,0.04
92026,0,0.11
92027,0,0.1
92028,0,0.44
92029,0,0.33
92030,0,0.09
92031,0,0.23
92032,0,0.02
92033,0,0.35
92034,0,0.05
92035,0,0.28
92036,0,0.12
92037,0,0.08
92038,0,0.3
92039,0,0.1
92040,0,0.29
92041,0,0.08
92042,0,0.29
92043,0,0.09
92044,0,0.3
92045,0,0.01
92046,0,0.09
92047,0,0.35
92048,0,0.12
92049,0,0.29
92050,0,0.07
92051,0,0.01
92052,0,0.11
92053,0,0.25
92054,0,0.32
92055,0,0.22
92056,0,0.03
92057,0,0.03
92058,0,0.33
92059,0,0.24
92060,0,0.17
92061,0,0.3
92062,0,0.12
92063,0,0.11
92064,0,0.28
92065,0,0.22
92066,0,0.34
92067,0,0.06
92068,0,0.29
92069,0,0.42
92070,0,0.07
92071,0,0.09
92072,0,0.19
92073,0,0.01
92074,0,0.27
92075,0,0.08
92076,0,0.07
92077,0,0.2
92078,0,0.21
92079,0,0.01
92080,0,0.03
92081,0,0.11
92082,0,0.1
92083,0,0.07
92084,0,0.13
92085,0,0.05
92086,0,0.1
92087,0,0.14
92088,0,0.07
92089,0,0.3
92090,0,0.18
92091,0,0.17
92092,0,0.11
92093,0,0.03
92094,0,0.01
92095,0,0.06
92096,0,0.2
92097,0,0.22
92098,0,0.08
92099,0,0.1
92100,0,0.24
92101,0,0.14
92102,0,0.24
92103,0,0.08
92104,0,0.11
92105,0,0.07
92106,0,0.11
92107,0,0.35
92108,0,0.2
92109,0,0.2
92110,0,0.34
92111,0,0.12
92112,0,0.13
92113,0,0.1
92114,0,0.01
92115,0,0.03
92116,0,0.07
92117,0,0.18
92118,0,0.24
92119,0,0.07
92120,0,0.06
92121,0,0.16
92122,0,0.08
92123,0,0.02
92124,0,0.02
92125,0,0.16
92126,0,0.17
92127,0,0.26
92128,0,0.05
92129,0,0.1
92130,0,0.06
92131,0,0.32
92132,0,0.33
92133,0,0.08
92134,0,0.03
92135,0,0.09
92136,0,0.02
92137,0,0.11
92138,0,0.18
92139,0,0.09
92140,0,0.19
92141,0,0.15
92142,0,0.12
92143,0,0.04
92144,0,0.21
92145,0,0.18
92146,0,0.27
92147,0,0.07
92148,0,0.46
92149,0,0.1
92150,0,0.09
92151,0,0.03
92152,0,0.2
92153,0,0.11
92154,0,0.12
92155,0,0.01
92156,0,0.14
92157,0,0.1
92158,0,0.01
92159,0,0.06
92160,0,0.29
92161,0,0.15
92162,0,0.28
92163,0,0.29
92164,0,0.05
92165,0,0.07
92166,0,0.02
92167,0,0.33
92168,0,0.13
92169,0,0.14
92170,0,0.1
92171,0,0.02
92172,0,0.31
92173,0,0.16
92174,0,0.09
92175,0,0.12
92176,0,0.07
92177,0,0.13
92178,0,0.37
92179,0,0.28
92180,0,0.01
92181,0,0.11
92182,0,0.14
92183,0,0.14
92184,0,0.18
92185,0,0.25
92186,0,0.1
92187,0,0.08
92188,0,0.03
92189,0,0.06
92190,0,0.06
92191,0,0.09
92192,0,0.09
92193,0,0.1
92194,0,0.09
92195,0,0.1
92196,0,0.06
92197,0,0.08
92198,0,0.08
92199,0,0.1
92200,0,0.01
92201,0,0.01
92202,0,0.19
92203,0,0.1
92204,0,0.03
92205,0,0.02
92206,0,0.04
92207,0,0.07
92208,0,0.08
92209,0,0.19
92210,0,0.07
92211,0,0.28
92212,0,0.06
92213,0,0.2
92214,0,0.03
92215,0,0.2
92216,0,0.4
92217,0,0.13
92218,0,0.11
92219,0,0.03
92220,0,0.21
92221,0,0.13
92222,0,0.2
92223,0,0.08
92224,0,0.25
92225,0,0.14
92226,0,0.07
92227,0,0.34
92228,0,0.07
92229,0,0.11
92230,0,0.12
92231,0,0.09
92232,0,0.16
92233,0,0.11
92234,0,0.09
92235,0,0.09
92236,0,0.07
92237,0,0.01
92238,0,0.07
92239,0,0.25
92240,0,0.05
92241,0,0.07
92242,0,0.13
92243,0,0.1
92244,0,0.12
92245,0,0.07
92246,0,0.05
92247,0,0.06
92248,0,0.22
92249,0,0.28
92250,0,0.15
92251,0,0.16
92252,0,0.1
92253,0,0.15
92254,0,0.11
92255,0,0.07
92256,0,0.13
92257,0,0.21
92258,0,0.1
92259,0,0.07
92260,0,0.07
92261,0,0.01
92262,0,0.37
92263,0,0.23
92264,0,0.07
92265,0,0.07
92266,0,0.13
92267,0,0.18
92268,0,0.02
92269,0,0.11
92270,0,0.13
92271,0,0.13
92272,0,0.1
92273,0,0.1
92274,0,0.1
92275,0,0.02
92276,0,0.23
92277,0,0.21
92278,0,0.35
92279,0,0.11
92280,0,0.21
92281,0,0.07
92282,0,0.27
92283,0,0.15
92284,0,0.02
92285,0,0.23
92286,0,0.04
92287,0,0.09
92288,0,0.07
92289,0,0.09
92290,0,0.07
92291,0,0.06
92292,0,0.07
92293,0,0.32
92294,0,0.29
92295,0,0.27
92296,0,0.06
92297,0,0.07
92298,0,0.1
92299,0,0.02
92300,0,0.05
92301,0,0.35
92302,0,0.01
92303,0,0.27
92304,0,0.15
92305,0,0.21
92306,0,0.09
92307,0,0.01
92308,0,0.06
92309,0,0.18
92310,0,0.06
92311,0,0.11
92312,0,0.06
92313,0,0.17
92314,0,0.1
92315,0,0.07
92316,0,0.08
92317,0,0.14
92318,0,0.1
92319,0,0.1
92320,0,0.18
92321,0,0.1
92322,0,0.22
92323,0,0.09
92324,0,0.07
92325,0,0.35
92326,0,0.09
92327,0,0.1
92328,0,0.17
92329,0,0.09
92330,0,0.11
92331,0,0.33
92332,0,0.12
92333,0,0.02
92334,0,0.07
92335,0,0.05
92336,0,0.26
92337,0,0.09
92338,0,0.07
92339,0,0.2
92340,0,0.1
92341,0,0.3
92342,0,0.21
92343,0,0.17
92344,0,0.22
92345,0,0.01
92346,0,0.07
92347,0,0.11
92348,0,0.01
92349,0,0.11
92350,0,0.11
92351,0,0.24
92352,0,0.17
92353,0,0.06
92354,0,0.11
92355,0,0.08
92356,0,0.1
92357,0,0.09
92358,0,0.24
92359,0,0.08
92360,0,0.07
92361,0,0.2
92362,0,0.1
92363,0,0.15
92364,0,0.21
92365,0,0.08
92366,0,0.07
92367,0,0.13
92368,0,0.14
92369,0,0.01
92370,0,0.09
92371,0,0.13
92372,0,0.08
92373,0,0.14
92374,0,0.08
92375,0,0.16
92376,0,0.07
92377,0,0.09
92378,0,0.05
92379,0,0.07
92380,0,0.11
92381,0,0.11
92382,0,0.04
92383,0,0.1
92384,0,0.32
92385,0,0.13
92386,0,0.14
92387,0,0.07
92388,0,0.24
92389,0,0.09
92390,0,0.07
92391,0,0.1
92392,0,0.29
92393,0,0.06
92394,0,0.02
92395,0,0.17
92396,0,0.09
92397,0,0.04
92398,0,0.19
92399,0,0.1
92400,0,0.01
92401,0,0.18
92402,0,0.28
92403,0,0.36
92404,0,0.07
92405,0,0.07
92406,0,0.04
92407,0,0.17
92408,0,0.06
92409,0,0.1
92410,0,0.25
92411,0,0.1
92412,0,0.32
92413,0,0.14
92414,0,0.06
92415,0,0.07
92416,0,0.23
92417,0,0.12
92418,0,0.31
92419,0,0.02
92420,0,0.07
92421,0,0.16
92422,0,0.07
92423,0,0.07
92424,0,0.01
92425,0,0.07
92426,0,0.1
92427,0,0.09
92428,0,0.01
92429,0,0.1
92430,0,0.09
92431,0,0.2
92432,0,0.11
92433,0,0.3
92434,0,0.06
92435,0,0.09
92436,0,0.12
92437,0,0.09
92438,0,0.01
92439,0,0.16
92440,0,0.09
92441,0,0.15
92442,0,0.12
92443,0,0.14
92444,0,0.06
92445,0,0.07
92446,0,0.1
92447,0,0.13
92448,0,0.25
92449,0,0.11
92450,0,0.05
92451,0,0.11
92452,0,0.1
92453,0,0.16
92454,0,0.08
92455,0,0.29
92456,0,0.11
92457,0,0.01
92458,0,0.21
92459,0,0.11
92460,0,0.03
92461,0,0.2
92462,0,0.07
92463,0,0.09
92464,0,0.07
92465,0,0.02
92466,0,0.01
92467,0,0.09
92468,0,0.07
92469,0,0.14
92470,0,0.06
92471,0,0.07
92472,0,0.13
92473,0,0.07
92474,0,0.05
92475,0,0.12
92476,0,0.02
92477,0,0.07
92478,0,0.07
92479,0,0.13
92480,0,0.11
92481,0,0.07
92482,0,0.32
92483,0,0.09
92484,0,0.1
92485,0,0.15
92486,0,0.07
92487,0,0.3
92488,0,0.34
92489,0,0.12
92490,0,0.07
92491,0,0.1
92492,0,0.08
92493,0,0.08
92494,0,0.08
92495,0,0.13
92496,0,0.1
92497,0,0.07
92498,0,0.11
92499,0,0.15
92500,0,0.08
92501,0,0.12
92502,0,0.17
92503,0,0.15
92504,0,0.09
92505,0,0.37
92506,0,0.02
92507,0,0.31
92508,0,0.07
92509,0,0.07
92510,0,0.07
92511,0,0.17
92512,0,0.07
92513,0,0.01
92514,0,0.23
92515,0,0.14
92516,0,0.11
92517,0,0.01
92518,0,0.17
92519,0,0.2
92520,0,0.34
92521,0,0.07
92522,0,0.17
92523,0,0.18
92524,0,0.13
92525,0,0.08
92526,0,0.06
92527,0,0.26
92528,0,0.19
92529,0,0.12
92530,0,0.25
92531,0,0.17
92532,0,0.24
92533,0,0.01
92534,0,0.18
92535,0,0.17
92536,0,0.19
92537,0,0.01
92538,0,0.08
92539,0,0.23
92540,0,0.1
92541,0,0.08
92542,0,0.15
92543,0,0.27
92544,0,0.11
92545,0,0.02
92546,0,0.1
92547,0,0.18
92548,0,0.35
92549,0,0.08
92550,0,0.1
92551,0,0.02
92552,0,0.25
92553,0,0.01
92554,0,0.1
92555,0,0.08
92556,0,0.07
92557,0,0.02
92558,0,0.1
92559,0,0.3
92560,0,0.06
92561,0,0.15
92562,0,0.06
92563,0,0.35
92564,0,0.02
92565,0,0.15
92566,0,0.2
92567,0,0.02
92568,0,0.24
92569,0,0.17
92570,0,0.3
92571,0,0.08
92572,0,0.08
92573,0,0.08
92574,0,0.07
92575,0,0.09
92576,0,0.06
92577,0,0.49
92578,0,0.18
92579,0,0.16
92580,0,0.22
92581,0,0.12
92582,0,0.07
92583,0,0.16
92584,0,0.15
92585,0,0.21
92586,0,0.23
92587,0,0.23
92588,0,0.01
92589,0,0.17
92590,0,0.19
92591,0,0.29
92592,0,0.05
92593,0,0.08
92594,0,0.07
92595,0,0.07
92596,0,0.07
92597,0,0.03
92598,0,0.16
92599,0,0.14
92600,0,0.2
92601,0,0.15
92602,0,0.02
92603,0,0.09
92604,0,0.18
92605,0,0.06
92606,0,0.01
92607,0,0.01
92608,0,0.07
92609,0,0.01
92610,0,0.18
92611,0,0.03
92612,0,0.31
92613,0,0.1
92614,0,0.07
92615,0,0.07
92616,0,0.14
92617,0,0.1
92618,0,0.12
92619,0,0.38
92620,0,0.11
92621,0,0.11
92622,0,0.14
92623,0,0.09
92624,0,0.08
92625,0,0.1
92626,0,0.1
92627,0,0.25
92628,0,0.2
92629,0,0.08
92630,0,0.11
92631,0,0.28
92632,0,0.17
92633,0,0.34
92634,0,0.07
92635,0,0.04
92636,0,0.21
92637,0,0.2
92638,0,0.22
92639,0,0.03
92640,0,0.1
92641,0,0.07
92642,0,0.07
92643,0,0.1
92644,0,0.08
92645,0,0.22
92646,0,0.14
92647,0,0.06
92648,0,0.09
92649,0,0.02
92650,0,0.03
92651,0,0.02
92652,0,0.06
92653,0,0.07
92654,0,0.14
92655,0,0.07
92656,0,0.2
92657,0,0.15
92658,0,0.07
92659,0,0.07
92660,0,0.14
92661,0,0.18
92662,0,0.14
92663,0,0.07
92664,0,0.08
92665,0,0.21
92666,0,0.15
92667,0,0.27
92668,0,0.32
92669,0,0.04
92670,0,0.25
92671,0,0.12
92672,0,0.11
92673,0,0.22
92674,0,0.22
92675,0,0.22
92676,0,0.08
92677,0,0.11
92678,0,0.3
92679,0,0.36
92680,0,0.07
92681,0,0.1
92682,0,0.19
92683,0,0.17
92684,0,0.21
92685,0,0.07
92686,0,0.09
92687,0,0.09
92688,0,0.19
92689,0,0.24
92690,0,0.2
92691,0,0.07
92692,0,0.07
92693,0,0.16
92694,0,0.13
92695,0,0.21
92696,0,0.18
92697,0,0.2
92698,0,0.12
92699,0,0.08
92700,0,0.14
92701,0,0.3
92702,0,0.11
92703,0,0.07
92704,0,0.01
92705,0,0.11
92706,0,0.07
92707,0,0.07
92708,0,0.11
92709,0,0.07
92710,0,0.07
92711,0,0.26
92712,0,0.11
92713,0,0.1
92714,0,0.17
92715,0,0.11
92716,0,0.11
92717,0,0.1
92718,0,0.08
92719,0,0.13
92720,0,0.18
92721,0,0.03
92722,0,0.13
92723,0,0.01
92724,0,0.15
92725,0,0.08
92726,0,0.1
92727,0,0.05
92728,0,0.09
92729,0,0.23
92730,0,0.12
92731,0,0.23
92732,0,0.1
92733,0,0.07
92734,0,0.17
92735,0,0.11
92736,0,0.09
92737,0,0.09
92738,0,0.01
92739,0,0.01
92740,0,0.09
92741,0,0.01
92742,0,0.06
92743,0,0.06
92744,0,0.23
92745,0,0.05
92746,0,0.24
92747,0,0.22
92748,0,0.01
92749,0,0.1
92750,0,0.07
92751,0,0.2
92752,0,0.09
92753,0,0.12
92754,0,0.07
92755,0,0.06
92756,0,0.08
92757,0,0.07
92758,0,0.06
92759,0,0.04
92760,0,0.07
92761,0,0.17
92762,0,0.01
92763,0,0.07
92764,0,0.13
92765,0,0.21
92766,0,0.07
92767,0,0.21
92768,0,0.09
92769,0,0.12
92770,0,0.02
92771,0,0.07
92772,0,0.1
92773,0,0.31
92774,0,0.14
92775,0,0.33
92776,0,0.01
92777,0,0.07
92778,0,0.14
92779,0,0.09
92780,0,0.07
92781,0,0.37
92782,0,0.12
92783,0,0.09
92784,0,0.33
92785,0,0.25
92786,0,0.23
92787,0,0.18
92788,0,0.21
92789,0,0.18
92790,0,0.08
92791,0,0.01
92792,0,0.04
92793,0,0.25
92794,0,0.01
92795,0,0.21
92796,0,0.17
92797,0,0.09
92798,0,0.01
92799,0,0.16
92800,0,0.06
92801,0,0.14
92802,0,0.22
92803,0,0.39
92804,0,0.18
92805,0,0.17
92806,0,0.11
92807,0,0.2
92808,0,0.23
92809,0,0.06
92810,0,0.07
92811,0,0.2
92812,0,0.14
92813,0,0.01
92814,0,0.32
92815,0,0.07
92816,0,0.07
92817,0,0.08
92818,0,0.39
92819,0,0.07
92820,0,0.01
92821,0,0.07
92822,0,0.13
92823,0,0.42
92824,0,0.02
92825,0,0.06
92826,0,0.08
92827,0,0.12
92828,0,0.19
92829,0,0.01
92830,0,0.18
92831,0,0.16
92832,0,0.1
92833,0,0.07
92834,0,0.11
92835,0,0.04
92836,0,0.07
92837,0,0.17
92838,0,0.23
92839,0,0.02
92840,0,0.01
92841,0,0.48
92842,0,0.05
92843,0,0.11
92844,0,0.02
92845,0,0.06
92846,0,0.02
92847,0,0.27
92848,0,0.01
92849,0,0.13
92850,0,0.01
92851,0,0.14
92852,0,0.18
92853,0,0.1
92854,0,0.01
92855,0,0.03
92856,0,0.1
92857,0,0.09
92858,0,0.09
92859,0,0.06
92860,0,0.07
92861,0,0.08
92862,0,0.06
92863,0,0.13
92864,0,0.02
92865,0,0.06
92866,0,0.07
92867,0,0.15
92868,0,0.13
92869,0,0.06
92870,0,0.44
92871,0,0.13
92872,0,0.16
92873,0,0.08
92874,0,0.07
92875,0,0.21
92876,0,0.1
92877,0,0.06
92878,0,0.1
92879,0,0.25
92880,0,0.09
92881,0,0.08
92882,0,0.07
92883,0,0.29
92884,0,0.07
92885,0,0.06
92886,0,0.07
92887,0,0.21
92888,0,0.31
92889,0,0.15
92890,0,0.07
92891,0,0.07
92892,0,0.14
92893,0,0.06
92894,0,0.09
92895,0,0.23
92896,0,0.08
92897,0,0.21
92898,0,0.06
92899,0,0.07
92900,0,0.15
92901,0,0.29
92902,0,0.09
92903,0,0.26
92904,0,0.12
92905,0,0.05
92906,0,0.1
92907,0,0.05
92908,0,0.08
92909,0,0.08
92910,0,0.09
92911,0,0.04
92912,0,0.07
92913,0,0.03
92914,0,0.18
92915,0,0.19
92916,0,0.16
92917,0,0.07
92918,0,0.06
92919,0,0.18
92920,0,0.25
92921,0,0.04
92922,0,0.1
92923,0,0.08
92924,0,0.46
92925,0,0.07
92926,0,0.11
92927,0,0.05
92928,0,0.02
92929,0,0.08
92930,0,0.1
92931,0,0.03
92932,0,0.2
92933,0,0.31
92934,0,0.07
92935,0,0.23
92936,0,0.13
92937,0,0.29
92938,0,0.15
92939,0,0.08
92940,0,0.05
92941,0,0.22
92942,0,0.06
92943,0,0.12
92944,0,0.11
92945,0,0.01
92946,0,0.34
92947,0,0.09
92948,0,0.42
92949,0,0.09
92950,0,0.06
92951,0,0.02
92952,0,0.11
92953,0,0.02
92954,0,0.2
92955,0,0.25
92956,0,0.12
92957,0,0.19
92958,0,0.12
92959,0,0.07
92960,0,0.07
92961,0,0.25
92962,0,0.07
92963,0,0.07
92964,0,0.06
92965,0,0.1
92966,0,0.44
92967,0,0.01
92968,0,0.14
92969,0,0.21
92970,0,0.2
92971,0,0.15
92972,0,0.02
92973,0,0.11
92974,0,0.07
92975,0,0.11
92976,0,0.18
92977,0,0.07
92978,0,0.24
92979,0,0.19
92980,0,0.06
92981,0,0.06
92982,0,0.36
92983,0,0.23
92984,0,0.14
92985,0,0.09
92986,0,0.22
92987,0,0.19
92988,0,0.16
92989,0,0.1
92990,0,0.33
92991,0,0.31
92992,0,0.16
92993,0,0.06
92994,0,0.09
92995,0,0.01
92996,0,0.06
92997,0,0.16
92998,0,0.06
92999,0,0.01
93000,0,0.18
93001,0,0.23
93002,0,0.03
93003,0,0.17
93004,0,0.07
93005,0,0.21
93006,0,0.01
93007,0,0.07
93008,0,0.22
93009,0,0.36
93010,0,0.04
93011,0,0.12
93012,0,0.03
93013,0,0.24
93014,0,0.06
93015,0,0.26
93016,0,0.18
93017,0,0.09
93018,0,0.1
93019,0,0.12
93020,0,0.07
93021,0,0.25
93022,0,0.02
93023,0,0.17
93024,0,0.19
93025,0,0.34
93026,0,0.12
93027,0,0.3
93028,0,0.09
93029,0,0.02
93030,0,0.14
93031,0,0.3
93032,0,0.15
93033,0,0.15
93034,0,0.2
93035,0,0.21
93036,0,0.07
93037,0,0.09
93038,0,0.11
93039,0,0.12
93040,0,0.2
93041,0,0.25
93042,0,0.02
93043,0,0.28
93044,0,0.09
93045,0,0.07
93046,0,0.07
93047,0,0.25
93048,0,0.14
93049,0,0.23
93050,0,0.26
93051,0,0.03
93052,0,0.07
93053,0,0.12
93054,0,0.07
93055,0,0.13
93056,0,0.1
93057,0,0.07
93058,0,0.38
93059,0,0.05
93060,0,0.28
93061,0,0.16
93062,0,0.24
93063,0,0.35
93064,0,0.09
93065,0,0.31
93066,0,0.21
93067,0,0.18
93068,0,0.06
93069,0,0.06
93070,0,0.17
93071,0,0.09
93072,0,0.09
93073,0,0.01
93074,0,0.08
93075,0,0.09
93076,0,0.17
93077,0,0.14
93078,0,0.04
93079,0,0.08
93080,0,0.3
93081,0,0.07
93082,0,0.09
93083,0,0.23
93084,0,0.08
93085,0,0.12
93086,0,0.12
93087,0,0.19
93088,0,0.07
93089,0,0.01
93090,0,0.26
93091,0,0.06
93092,0,0.02
93093,0,0.19
93094,0,0.14
93095,0,0.27
93096,0,0.24
93097,0,0.01
93098,0,0.07
93099,0,0.13
93100,0,0.11
93101,0,0.21
93102,0,0.25
93103,0,0.29
